"pattern"	"genecount"	"genelen"	"nhits"	"sample"
"770"	"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSH|RequiresSNPConfirmation"	518	150	25577	"T48"
"771"	"Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA"	6	190	25577	"T48"
"772"	"Drugs|betalactams|Class_A_betalactamases|BKC"	1	150	25577	"T48"
"773"	"Drugs|betalactams|Class_A_betalactamases|GES"	14	150	25577	"T48"
"774"	"Drugs|betalactams|Class_A_betalactamases|TEM"	2	238	25577	"T48"
"775"	"Drugs|betalactams|Class_A_betalactamases|VEB"	2	228	25577	"T48"
"776"	"Drugs|betalactams|Class_B_betalactamases|BJP1"	2	198	25577	"T48"
"777"	"Drugs|betalactams|Class_B_betalactamases|VIM"	2	228	25577	"T48"
"778"	"Drugs|betalactams|Class_C_betalactamases|OCH"	3	215	25577	"T48"
"779"	"Drugs|betalactams|Class_C_betalactamases|PDC"	9	281	25577	"T48"
"780"	"Drugs|betalactams|Class_D_betalactamases|OXA"	15	189	25577	"T48"
"781"	"Drugs|betalactams|Mutant_porin_proteins|OMPR"	7	177	25577	"T48"
"782"	"Drugs|Cationic_antimicrobial_peptides|Cationic_peptide-resistant_16S_ribosomal_subunit_protein|CAP16S|RequiresSNPConfirmation"	518	150	25577	"T48"
"783"	"Drugs|Cationic_antimicrobial_peptides|Polymyxin_B_resistance_regulator|ARNA"	3	155	25577	"T48"
"784"	"Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation"	346	151	25577	"T48"
"785"	"Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation"	103	154	25577	"T48"
"786"	"Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation"	18	172	25577	"T48"
"787"	"Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation"	7	195	25577	"T48"
"788"	"Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSA|RequiresSNPConfirmation"	1	229	25577	"T48"
"789"	"Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSE|RequiresSNPConfirmation"	1	170	25577	"T48"
"790"	"Drugs|Glycopeptides|Bleomycin_resistance_protein|BLE"	1	280	25577	"T48"
"791"	"Drugs|Glycopeptides|Bleomycin_resistance_protein|BRP"	1	280	25577	"T48"
"792"	"Drugs|Glycopeptides|VanC-type_resistance_protein|VANTC"	1	168	25577	"T48"
"793"	"Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC"	1	168	25577	"T48"
"794"	"Drugs|Glycopeptides|VanO-type_regulator|VANRO"	4	163	25577	"T48"
"795"	"Drugs|Lipopeptides|Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOBL|RequiresSNPConfirmation"	8	160	25577	"T48"
"796"	"Drugs|Lipopeptides|Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC|RPOCL|RequiresSNPConfirmation"	14	156	25577	"T48"
"797"	"Drugs|MLS|23S_rRNA_methyltransferases|ERMA"	2	172	25577	"T48"
"798"	"Drugs|MLS|23S_rRNA_methyltransferases|ERMB"	18	223	25577	"T48"
"799"	"Drugs|MLS|23S_rRNA_methyltransferases|ERMX"	8	208	25577	"T48"
"800"	"Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA"	40	164	25577	"T48"
"801"	"Drugs|MLS|Macrolide_phosphotransferases|MPHO"	1	282	25577	"T48"
"802"	"Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation"	10110	150	25577	"T48"
"803"	"Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA"	3	221	25577	"T48"
"804"	"Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRD"	4	166	25577	"T48"
"805"	"Drugs|MLS|MLS_resistance_ABC_efflux_pumps|OLEB"	7	153	25577	"T48"
"806"	"Drugs|MLS|MLS_resistance_ABC_efflux_pumps|OLEC"	10	157	25577	"T48"
"807"	"Drugs|MLS|MLS_resistance_ABC_efflux_pumps|TLRC"	15	152	25577	"T48"
"808"	"Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA"	44	195	25577	"T48"
"809"	"Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFE"	1	278	25577	"T48"
"810"	"Drugs|Multi-drug_resistance|MDR_23S_rRNA_mutation|MDR23S|RequiresSNPConfirmation"	133	150	25577	"T48"
"811"	"Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LMRC"	1	150	25577	"T48"
"812"	"Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|MSBA"	1	284	25577	"T48"
"813"	"Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|SRMB"	9	181	25577	"T48"
"814"	"Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|TLRCM"	11	175	25577	"T48"
"815"	"Drugs|Multi-drug_resistance|Multi-drug_MFS_efflux_pumps|IRFA"	2	189	25577	"T48"
"816"	"Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|MUXB"	51	150	25577	"T48"
"817"	"Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|MUXC"	43	150	25577	"T48"
"818"	"Drugs|Mycobacterium_tuberculosis-specific_Drug|Pyrazinamide-resistant_mutant|RPSA|RequiresSNPConfirmation"	32	152	25577	"T48"
"819"	"Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT"	6	202	25577	"T48"
"820"	"Drugs|Oxazolidinone|Oxazolidinone-resistant_23S_rRNA_mutation|O23S|RequiresSNPConfirmation"	611	150	25577	"T48"
"821"	"Drugs|Pactamycin|Pactamycin-resistant_16S_ribosomal_subunit_protein|P16S|RequiresSNPConfirmation"	31	157	25577	"T48"
"822"	"Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMX"	3	279	25577	"T48"
"823"	"Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR"	2	217	25577	"T48"
"824"	"Drugs|Phenicol|Phenicol-resistant_23S_rRNA_mutation|PH23S|RequiresSNPConfirmation"	542	150	25577	"T48"
"825"	"Drugs|Pleuromutilin|Pleuromutilin-resistant_23S_rRNA_mutation|P23S|RequiresSNPConfirmation"	186	150	25577	"T48"
"826"	"Drugs|Rifampin|Monooxygenase|IRI"	2	242	25577	"T48"
"827"	"Drugs|Rifampin|Monooxygenase|ROX"	2	242	25577	"T48"
"828"	"Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation"	604	151	25577	"T48"
"829"	"Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation"	19	181	25577	"T48"
"830"	"Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI"	280	181	25577	"T48"
"831"	"Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII"	24	181	25577	"T48"
"832"	"Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET33"	3	286	25577	"T48"
"833"	"Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET45"	1	246	25577	"T48"
"834"	"Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETK"	6	225	25577	"T48"
"835"	"Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL"	47	152	25577	"T48"
"836"	"Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETZ"	2	158	25577	"T48"
"837"	"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET32"	7	167	25577	"T48"
"838"	"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM"	47	171	25577	"T48"
"839"	"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO"	146	151	25577	"T48"
"840"	"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ"	9	195	25577	"T48"
"841"	"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETS"	14	171	25577	"T48"
"842"	"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW"	363	151	25577	"T48"
"843"	"Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation"	2	155	25577	"T48"
"844"	"Drugs|Tetracyclines|Tetracycline-resistant_16S_ribosomal_subunit_protein|TET16S|RequiresSNPConfirmation"	932	150	25577	"T48"
"845"	"Metals|Arsenic_resistance|Arsenic_resistance_protein|ARST"	5	158	25577	"T48"
"846"	"Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTB"	2	205	25577	"T48"
"847"	"Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTC"	1	207	25577	"T48"
"848"	"Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR"	1	218	25577	"T48"
"849"	"Metals|Copper_resistance|Copper_resistance_protein|ACTPC"	23	156	25577	"T48"
"850"	"Metals|Copper_resistance|Copper_resistance_protein|COPA"	21	163	25577	"T48"
"851"	"Metals|Copper_resistance|Copper_resistance_protein|COPB"	1	162	25577	"T48"
"852"	"Metals|Copper_resistance|Copper_resistance_protein|COPD"	4	160	25577	"T48"
"853"	"Metals|Copper_resistance|Copper_resistance_protein|COPF"	6	167	25577	"T48"
"854"	"Metals|Copper_resistance|Copper_resistance_protein|COPG"	3	194	25577	"T48"
"855"	"Metals|Copper_resistance|Copper_resistance_protein|CTPV"	32	155	25577	"T48"
"856"	"Metals|Copper_resistance|Copper_resistance_protein|CUTE"	1	206	25577	"T48"
"857"	"Metals|Copper_resistance|Copper_resistance_protein|CUTO"	4	170	25577	"T48"
"858"	"Metals|Copper_resistance|Copper_resistance_protein|DNAK"	14	159	25577	"T48"
"859"	"Metals|Copper_resistance|Copper_resistance_protein|TCRA"	4	169	25577	"T48"
"860"	"Metals|Copper_resistance|Copper_resistance_protein|TCRB"	3	154	25577	"T48"
"861"	"Metals|Copper_resistance|Copper_resistance_regulator|BHSA"	2	205	25577	"T48"
"862"	"Metals|Copper_resistance|Copper_resistance_regulator|COPR"	2	162	25577	"T48"
"863"	"Metals|Copper_resistance|Copper_resistance_regulator|COPS"	5	150	25577	"T48"
"864"	"Metals|Iron_resistance|Iron_resistance_protein|ACN"	34	151	25577	"T48"
"865"	"Metals|Lead_resistance|Lead_P-type_ATPase_transporter|PBRA"	4	164	25577	"T48"
"866"	"Metals|Mercury_resistance|Mercury_resistance_protein|MERA"	23	166	25577	"T48"
"867"	"Metals|Mercury_resistance|Mercury_resistance_protein|MERE"	1	185	25577	"T48"
"868"	"Metals|Mercury_resistance|Mercury_resistance_protein|MERP"	3	225	25577	"T48"
"869"	"Metals|Mercury_resistance|Mercury_resistance_protein|MERT"	2	190	25577	"T48"
"870"	"Metals|Mercury_resistance|Mercury_resistance_regulator|MERR"	1	190	25577	"T48"
"871"	"Metals|Mercury_resistance|Mercury_resistance_regulator|MERR2"	1	190	25577	"T48"
"872"	"Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODC"	1	182	25577	"T48"
"873"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CNRA"	4	249	25577	"T48"
"874"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CTPC"	6	219	25577	"T48"
"875"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CUEA"	14	155	25577	"T48"
"876"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DMEF"	2	162	25577	"T48"
"877"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA"	54	213	25577	"T48"
"878"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBC"	2	153	25577	"T48"
"879"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|FIEF"	2	201	25577	"T48"
"880"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|NCCA"	8	155	25577	"T48"
"881"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|NCZA"	24	154	25577	"T48"
"882"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|PITA"	1	175	25577	"T48"
"883"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RECGM"	18	171	25577	"T48"
"884"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZNTA"	2	169	25577	"T48"
"885"	"Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CADC"	1	186	25577	"T48"
"886"	"Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|ZRAS"	1	164	25577	"T48"
"887"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSA"	1	152	25577	"T48"
"888"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZCA"	46	158	25577	"T48"
"889"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZCB"	30	163	25577	"T48"
"890"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZCE"	1	179	25577	"T48"
"891"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZCP"	24	151	25577	"T48"
"892"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZRA"	8	155	25577	"T48"
"893"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILA"	1	173	25577	"T48"
"894"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILC"	2	252	25577	"T48"
"895"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILP"	4	171	25577	"T48"
"896"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCCM"	11	156	25577	"T48"
"897"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCD"	8	151	25577	"T48"
"898"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCR"	12	157	25577	"T48"
"899"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCS"	32	160	25577	"T48"
"900"	"Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKA"	1	271	25577	"T48"
"901"	"Metals|Zinc_resistance|Zinc_resistance_protein|ZNEB"	2	222	25577	"T48"
"902"	"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETA"	1	215	25577	"T48"
"903"	"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ACTA"	6	203	25577	"T48"
"904"	"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ACTP"	18	165	25577	"T48"
"905"	"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPSA"	18	165	25577	"T48"
"906"	"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|RUVB"	4	200	25577	"T48"
"907"	"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD"	10	176	25577	"T48"
"908"	"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|GESB"	1	240	25577	"T48"
"909"	"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTB"	17	154	25577	"T48"
"910"	"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTC"	1	278	25577	"T48"
"911"	"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER"	2	226	25577	"T48"
"912"	"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES"	6	226	25577	"T48"
"913"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK"	2	174	25577	"T48"
"914"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR"	3	220	25577	"T48"
"915"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA"	10	214	25577	"T48"
"916"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRD"	2	255	25577	"T48"
"917"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA"	4	155	25577	"T48"
"918"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTM"	2	167	25577	"T48"
"919"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRB"	2	223	25577	"T48"
"920"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRE"	2	253	25577	"T48"
"921"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF"	2	240	25577	"T48"
"922"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AMRA"	1	156	25577	"T48"
"923"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AMRB"	3	202	25577	"T48"
"924"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AXY"	9	155	25577	"T48"
"925"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|BEPE"	6	151	25577	"T48"
"926"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|CEOB"	42	151	25577	"T48"
"927"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|EMHC"	2	153	25577	"T48"
"928"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTE"	1	170	25577	"T48"
"929"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTF"	1	263	25577	"T48"
"930"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTN"	2	222	25577	"T48"
"931"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTP"	2	171	25577	"T48"
"932"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXB"	10	175	25577	"T48"
"933"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXD"	4	176	25577	"T48"
"934"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXF"	55	161	25577	"T48"
"935"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXI"	8	158	25577	"T48"
"936"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXK"	7	153	25577	"T48"
"937"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXN"	32	158	25577	"T48"
"938"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXQ"	12	153	25577	"T48"
"939"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXY"	2	250	25577	"T48"
"940"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB"	170	250	25577	"T48"
"941"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SDEB"	19	153	25577	"T48"
"942"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SDEY"	3	193	25577	"T48"
"943"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SME"	31	162	25577	"T48"
"944"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR"	3	154	25577	"T48"
"945"	"Biocides|Acetate_resistance|Acetate_resistance_protein|LPDT"	4	282	1830	"T45"
"946"	"Biocides|Acid_resistance|Acid_resistance_protein|HDEB"	4	287	1830	"T45"
"947"	"Biocides|Multi-biocide_resistance|Multi-biocide_resistance_protein|YJCG"	2	290	1830	"T45"
"948"	"Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|MEXW"	6	290	1830	"T45"
"949"	"Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC"	8	290	1830	"T45"
"950"	"Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation"	4	286	1830	"T45"
"951"	"Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARY"	4	290	1830	"T45"
"952"	"Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3"	4	290	1830	"T45"
"953"	"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation"	506	277	1830	"T45"
"954"	"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSA|RequiresSNPConfirmation"	61	277	1830	"T45"
"955"	"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSC|RequiresSNPConfirmation"	43	284	1830	"T45"
"956"	"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSH|RequiresSNPConfirmation"	43	284	1830	"T45"
"957"	"Drugs|betalactams|Class_A_betalactamases|VEB"	4	288	1830	"T45"
"958"	"Drugs|betalactams|Class_B_betalactamases|VIM"	4	288	1830	"T45"
"959"	"Drugs|betalactams|Penicillin_binding_protein|PBP2"	6	290	1830	"T45"
"960"	"Drugs|Cationic_antimicrobial_peptides|Cationic_peptide-resistant_16S_ribosomal_subunit_protein|CAP16S|RequiresSNPConfirmation"	43	284	1830	"T45"
"961"	"Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation"	15	279	1830	"T45"
"962"	"Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation"	6	286	1830	"T45"
"963"	"Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUP"	2	240	1830	"T45"
"964"	"Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation"	599	279	1830	"T45"
"965"	"Drugs|MLS|MLS_resistance_ABC_efflux_pumps|OLEC"	7	277	1830	"T45"
"966"	"Drugs|Multi-drug_resistance|MDR_23S_rRNA_mutation|MDR23S|RequiresSNPConfirmation"	14	284	1830	"T45"
"967"	"Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|TLRCM"	2	290	1830	"T45"
"968"	"Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|MUXB"	7	281	1830	"T45"
"969"	"Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|MUXC"	2	290	1830	"T45"
"970"	"Drugs|Mycobacterium_tuberculosis-specific_Drug|Isoniazid-resistant_mutant|NDH|RequiresSNPConfirmation"	2	290	1830	"T45"
"971"	"Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT"	6	289	1830	"T45"
"972"	"Drugs|Oxazolidinone|Oxazolidinone-resistant_23S_rRNA_mutation|O23S|RequiresSNPConfirmation"	42	274	1830	"T45"
"973"	"Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMX"	6	282	1830	"T45"
"974"	"Drugs|Pleuromutilin|Pleuromutilin-resistant_23S_rRNA_mutation|P23S|RequiresSNPConfirmation"	14	284	1830	"T45"
"975"	"Drugs|Rifampin|Monooxygenase|IRI"	8	283	1830	"T45"
"976"	"Drugs|Rifampin|Monooxygenase|ROX"	8	283	1830	"T45"
"977"	"Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation"	94	279	1830	"T45"
"978"	"Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET33"	16	287	1830	"T45"
"979"	"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET44"	4	202	1830	"T45"
"980"	"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO"	4	287	1830	"T45"
"981"	"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW"	44	287	1830	"T45"
"982"	"Drugs|Tetracyclines|Tetracycline-resistant_16S_ribosomal_subunit_protein|TET16S|RequiresSNPConfirmation"	68	277	1830	"T45"
"983"	"Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTS"	4	287	1830	"T45"
"984"	"Metals|Copper_resistance|Copper_resistance_protein|ACTPC"	2	290	1830	"T45"
"985"	"Metals|Copper_resistance|Copper_resistance_protein|COPA"	12	288	1830	"T45"
"986"	"Metals|Copper_resistance|Copper_resistance_protein|COPG"	2	289	1830	"T45"
"987"	"Metals|Copper_resistance|Copper_resistance_regulator|COPS"	2	290	1830	"T45"
"988"	"Metals|Iron_resistance|Iron_resistance_protein|YBTQ"	2	290	1830	"T45"
"989"	"Metals|Lead_resistance|Lead_P-type_ATPase_transporter|PBRA"	2	290	1830	"T45"
"990"	"Metals|Mercury_resistance|Mercury_resistance_protein|MERA"	8	289	1830	"T45"
"991"	"Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODA"	2	290	1830	"T45"
"992"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CTPC"	2	290	1830	"T45"
"993"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CUEA"	3	290	1830	"T45"
